loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,approved,log_residential_assets_value,log_loan_amount,dep_cat
2374,4, Graduate, No,9900000,28400000,10,763,23700000,12700000,35800000,5800000,1,16.980985648299452,17.1618997383427,more_than_3_dep
2375,0, Not Graduate, No,4800000,19000000,12,650,7000000,1000000,15600000,4800000,1,15.76142084987672,16.759949589762293,no_dep
2376,0, Graduate, Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000,1,15.717618233614914,16.08763654656639,no_dep
2377,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,1,15.943742382861155,16.41820031748273,1_dep
2378,1, Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,1,16.283610174181653,16.349207451286784,1_dep
2379,2, Not Graduate, Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000,0,15.59046307836746,16.40327466837995,2_to_3_dep
2380,5, Graduate, No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,1,14.151983508870947,17.081270006899263,more_than_3_dep
2381,0, Graduate, Yes,200000,300000,18,520,100000,300000,600000,100000,0,11.51293546492023,12.611541086966115,no_dep
2382,2, Graduate, No,1400000,4700000,4,355,2100000,600000,4400000,1400000,1,14.557448378884015,15.363073279446223,2_to_3_dep
2383,3, Graduate, Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,0,15.856731016694035,17.330036654695338,2_to_3_dep
2384,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,1,13.815511557963774,15.59046307836746,1_dep
2385,3, Graduate, Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,1,17.096421811345913,17.220035762941695,2_to_3_dep
2386,0, Not Graduate, Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,1,16.806230339945976,16.54336345172214,no_dep
2387,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,1,15.717618233614914,16.648723960844016,no_dep
2388,0, Graduate, Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000,1,15.978833698567334,16.636889503897294,no_dep
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,1,14.731801689838349,16.73867219244687,more_than_3_dep
2390,4, Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,0,15.096444681204078,16.666217117271472,more_than_3_dep
2391,4, Graduate, Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000,1,15.46416937585933,16.108045416114916,more_than_3_dep
2392,1, Graduate, No,3200000,8800000,4,405,1000000,2600000,10700000,3400000,0,13.815511557963774,15.990262393084793,1_dep
2393,5, Graduate, Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000,1,15.717618233614914,15.717618233614914,more_than_3_dep
2394,5, Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,0,16.920097281273396,17.151280169891162,more_than_3_dep
2395,2, Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000,0,14.077875591662238,16.432906463791053,2_to_3_dep
2396,0, Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000,1,16.624913313567735,17.229953199271186,no_dep
2397,1, Graduate, Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,1,13.592368256649284,15.967272877502799,1_dep
2398,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000,1,0.0,13.592368256649284,2_to_3_dep
2399,5, Graduate, No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,0,15.623799493077952,16.660419999923214,more_than_3_dep
2400,4, Not Graduate, No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,1,15.86963441986494,16.283610174181653,more_than_3_dep
2401,4, Not Graduate, No,8300000,23300000,20,398,18500000,11500000,17100000,9900000,0,16.733281344102608,16.963963961454382,more_than_3_dep
2402,5, Not Graduate, Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000,0,15.990262393084793,16.077273760604726,more_than_3_dep
2403,1, Not Graduate, No,7300000,23700000,16,852,9400000,6800000,22600000,8500000,1,16.056220353623207,16.980985648299452,1_dep
2404,1, Not Graduate, No,9300000,27500000,6,364,12200000,13800000,25300000,10800000,0,16.316946591670696,17.129696599000436,1_dep
2405,2, Graduate, Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000,1,15.039286283703994,16.536806051605975,2_to_3_dep
2406,3, Not Graduate, No,2600000,8100000,2,421,4200000,3100000,6200000,2500000,1,15.250595321348806,15.90737474309945,2_to_3_dep
2407,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,1,15.59046307836746,16.097893045681612,more_than_3_dep
2408,2, Graduate, Yes,900000,3500000,6,763,2300000,300000,2000000,600000,1,14.648420115681892,15.068273812173887,2_to_3_dep
2409,3, Not Graduate, Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000,1,16.349207451286784,16.677711496036597,2_to_3_dep
2410,0, Graduate, No,7700000,24800000,10,642,16800000,10700000,27400000,4500000,1,16.636889503897294,17.02635425145779,no_dep
2411,1, Graduate, No,4700000,16800000,12,647,10400000,8300000,10600000,3400000,1,16.15731646026544,16.636889503897294,1_dep
2412,5, Not Graduate, No,3000000,8900000,20,886,2600000,1000000,10600000,2800000,1,14.77102238760702,16.001561947061912,more_than_3_dep
2413,4, Not Graduate, No,9700000,26200000,4,518,26200000,0,22500000,14000000,0,17.081270006899263,17.081270006899263,more_than_3_dep
2414,0, Graduate, Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000,0,16.195056784687036,17.103912482794517,no_dep
2415,2, Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000,0,14.403297778421795,16.333207111220425,2_to_3_dep
2416,3, Not Graduate, Yes,600000,1700000,14,521,0,1000000,1700000,600000,0,0.0,14.346139397261565,2_to_3_dep
2417,2, Not Graduate, Yes,1200000,2900000,12,330,400000,1600000,3800000,600000,0,12.899222326086994,14.88022163978423,2_to_3_dep
2418,4, Not Graduate, Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000,1,16.001561947061912,17.103912482794517,more_than_3_dep
2419,0, Not Graduate, No,9000000,35100000,6,898,500000,16200000,20700000,9100000,1,13.122365377402328,17.373711716926124,no_dep
2420,1, Not Graduate, No,2800000,9100000,12,436,3600000,500000,7800000,3600000,0,15.096444681204078,16.02378508137718,1_dep
2421,1, Not Graduate, No,7800000,21300000,10,326,22800000,10700000,18500000,4500000,0,16.942271137784317,16.87421767762801,1_dep
2422,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000,1,16.283610174181653,16.066802461833923,more_than_3_dep
2423,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000,1,16.249124001084017,16.677711496036597,2_to_3_dep
2424,4, Graduate, No,5100000,16100000,14,436,11400000,2700000,13100000,6700000,0,16.249124001084017,16.59432989206649,more_than_3_dep
2425,3, Not Graduate, Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000,1,16.636889503897294,16.942271137784317,2_to_3_dep
2426,0, Not Graduate, No,6000000,22900000,16,302,12200000,6500000,17700000,7100000,0,16.316946591670696,16.94664751219259,no_dep
2427,2, Not Graduate, No,8400000,23200000,16,476,15200000,5400000,18700000,8600000,0,16.536806051605975,16.959662879739987,2_to_3_dep
2428,2, Graduate, No,9300000,22000000,14,393,4300000,3800000,28400000,13900000,0,15.274125813221904,16.906553056777135,2_to_3_dep
2429,0, Graduate, No,4200000,10300000,10,506,9300000,4500000,12400000,6000000,0,16.04552506565036,16.14765455028724,no_dep
2430,3, Graduate, No,9600000,37800000,10,418,6700000,5500000,34900000,11300000,0,15.717618233614914,17.44781968704484,2_to_3_dep
2431,3, Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000,1,16.51687183802978,16.410765339548004,2_to_3_dep
2432,4, Graduate, No,7800000,28600000,2,703,500000,12400000,29500000,10500000,1,13.122365377402328,17.168917310755116,more_than_3_dep
2433,2, Graduate, Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000,1,15.747032114495013,16.349207451286784,2_to_3_dep
2434,3, Graduate, No,2400000,5900000,2,425,1100000,500000,7400000,2500000,0,13.910821646859095,15.59046307836746,2_to_3_dep
2435,0, Not Graduate, No,3900000,11300000,12,305,5000000,5900000,8800000,2100000,0,15.424948670398354,16.24031337217814,no_dep
2436,5, Graduate, Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000,0,16.666217117271472,16.840801682303496,more_than_3_dep
2437,4, Not Graduate, No,900000,2600000,2,602,600000,800000,3200000,1000000,1,13.304686600863562,14.77102238760702,more_than_3_dep
2438,3, Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,1,14.151983508870947,15.150511887854474,2_to_3_dep
2439,4, Not Graduate, No,6400000,24900000,2,640,10000000,5700000,18700000,6300000,1,16.118095750958314,17.030378401595577,more_than_3_dep
2440,2, Graduate, No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,1,15.789591722875162,16.52356082573315,2_to_3_dep
2441,4, Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000,0,16.440179222591198,17.21001898503268,more_than_3_dep
2442,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000,1,14.45736497045232,16.816230422780546,more_than_3_dep
2443,5, Graduate, No,7100000,27000000,20,592,5100000,9600000,20200000,7600000,1,15.444751293772967,17.11134746100564,more_than_3_dep
2444,4, Not Graduate, Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000,0,16.372737946851277,17.022313842084035,more_than_3_dep
2445,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,1,15.444751293772967,16.333207111220425,more_than_3_dep
2446,0, Graduate, Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000,1,13.815511557963774,17.196505266322514,no_dep
2447,0, Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000,1,15.931766193248746,16.176364653421913,no_dep
2448,2, Graduate, Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000,0,12.899222326086994,16.677711496036597,2_to_3_dep
2449,5, Graduate, Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000,0,16.034714150714915,16.48273883399067,more_than_3_dep
2450,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000,1,16.275099485238066,16.357112630168974,more_than_3_dep
2451,5, Not Graduate, Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000,0,15.919644834185693,16.333207111220425,more_than_3_dep
2452,5, Not Graduate, No,3200000,7400000,2,838,2200000,2900000,10200000,3600000,1,14.603968372873895,15.816990693309524,more_than_3_dep
2453,3, Not Graduate, Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000,1,15.990262393084793,16.888203918950687,2_to_3_dep
2454,2, Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000,1,14.978661680269907,15.319588176962746,2_to_3_dep
2455,4, Graduate, Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000,0,13.997832948091215,14.946912992035967,more_than_3_dep
2456,1, Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000,0,17.022313842084035,16.796129244469636,1_dep
2457,0, Not Graduate, Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000,1,15.341567078850604,17.085079535170806,no_dep
2458,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000,1,11.51293546492023,15.274125813221904,1_dep
2459,2, Graduate, No,2500000,7000000,20,547,800000,1200000,5200000,2300000,0,13.592368256649284,15.76142084987672,2_to_3_dep
2460,2, Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000,1,15.59046307836746,16.447399470043365,2_to_3_dep
2461,5, Graduate, No,1100000,4000000,16,498,400000,100000,2300000,700000,0,12.899222326086994,15.201805169084134,more_than_3_dep
2462,5, Graduate, No,6500000,24800000,8,779,7000000,9600000,15700000,8800000,1,15.76142084987672,17.02635425145779,more_than_3_dep
2463,0, Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000,0,16.257857680289998,17.265498135541893,no_dep
2464,2, Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000,1,16.24031337217814,16.333207111220425,2_to_3_dep
2465,1, Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0,14.77102238760702,15.607270193858982,1_dep
2466,5, Not Graduate, No,3700000,9100000,18,368,3400000,2400000,8400000,3300000,0,15.039286283703994,16.02378508137718,more_than_3_dep
2467,3, Graduate, Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000,1,15.363073279446223,16.496532155171714,2_to_3_dep
2468,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,1,15.702580358511794,16.636889503897294,2_to_3_dep
2469,1, Graduate, No,2000000,5000000,6,876,500000,2900000,5800000,1500000,1,13.122365377402328,15.424948670398354,1_dep
2470,3, Not Graduate, No,2000000,4700000,14,673,800000,3400000,5900000,1500000,1,13.592368256649284,15.363073279446223,2_to_3_dep
2471,1, Graduate, Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000,1,15.424948670398354,16.257857680289998,1_dep
2472,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000,1,16.012735246411598,16.42558042423569,1_dep
2473,1, Graduate, No,4900000,18100000,8,382,13600000,400000,15500000,2400000,0,16.42558042423569,16.71142255148467,1_dep
2474,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000,1,14.077875591662238,14.648420115681892,2_to_3_dep
2475,1, Graduate, Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000,1,15.068273812173887,17.034386422832473,1_dep
2476,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000,1,16.41820031748273,17.034386422832473,2_to_3_dep
2477,2, Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000,1,15.955576839107596,17.088874605995333,2_to_3_dep
2478,4, Graduate, Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000,1,16.733281344102608,16.660419999923214,more_than_3_dep
2479,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000,1,16.801192546169812,17.115044322750297,more_than_3_dep
2480,2, Graduate, No,2700000,9300000,16,656,7700000,2500000,6400000,3600000,1,15.856731016694035,16.04552506565036,2_to_3_dep
2481,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000,1,15.250595321348806,16.001561947061912,2_to_3_dep
2482,3, Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000,1,15.009433329466965,15.816990693309524,2_to_3_dep
2483,2, Not Graduate, No,3100000,10500000,10,751,5500000,5900000,9000000,1600000,1,15.520258832020865,16.166885910365842,2_to_3_dep
2484,5, Not Graduate, No,4700000,17400000,2,523,10600000,7000000,10900000,5200000,1,16.176364653421913,16.67198082165602,more_than_3_dep
2485,5, Graduate, No,3100000,10500000,6,584,7700000,2100000,10900000,2900000,1,15.856731016694035,16.166885910365842,more_than_3_dep
2486,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,1,14.914123179965662,16.83104550783405,2_to_3_dep
2487,3, Graduate, Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000,0,15.29711532616119,15.894952224644102,2_to_3_dep
2488,0, Not Graduate, Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000,1,16.496532155171714,16.733281344102608,no_dep
2489,2, Graduate, Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000,0,15.424948670398354,15.671808704579888,2_to_3_dep
2490,1, Not Graduate, Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000,1,14.508658238524095,14.845130332288226,1_dep
2491,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000,1,14.648420115681892,16.733281344102608,1_dep
2492,3, Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000,1,16.176364653421913,16.185754392890075,2_to_3_dep
2493,5, Not Graduate, No,200000,600000,16,396,0,0,500000,200000,0,0.0,13.304686600863562,more_than_3_dep
2494,3, Graduate, No,2000000,4200000,6,831,1300000,1700000,6900000,1200000,1,14.077875591662238,15.250595321348806,2_to_3_dep
2495,2, Graduate, Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000,1,15.250595321348806,16.855259764781927,2_to_3_dep
2496,3, Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000,0,16.40327466837995,16.195056784687036,2_to_3_dep
2497,3, Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000,1,16.001561947061912,16.22245575637265,2_to_3_dep
2498,2, Not Graduate, No,1700000,4200000,14,829,200000,1600000,4600000,1600000,1,12.206077645517674,15.250595321348806,2_to_3_dep
2499,1, Not Graduate, No,2600000,8100000,12,854,4500000,5100000,6300000,2500000,1,15.319588176962746,15.90737474309945,1_dep
2500,3, Not Graduate, Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000,1,14.690979711984754,15.717618233614914,2_to_3_dep
2501,0, Not Graduate, Yes,3600000,13400000,6,589,3600000,0,11200000,4000000,1,15.096444681204078,16.410765339548004,no_dep
2502,4, Graduate, Yes,7200000,26000000,6,571,4700000,0,22600000,4200000,1,15.363073279446223,17.073607134447293,more_than_3_dep
2503,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000,1,15.747032114495013,15.671808704579888,2_to_3_dep
2504,2, Not Graduate, No,5500000,19600000,16,328,2400000,4800000,10900000,3700000,0,14.690979711984754,16.791040175221152,2_to_3_dep
2505,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000,1,16.85046359274847,17.32705602664604,2_to_3_dep
2506,3, Not Graduate, No,9000000,19000000,8,693,18300000,4500000,29600000,7200000,1,16.722411672456456,16.759949589762293,2_to_3_dep
2507,4, Not Graduate, Yes,5900000,15000000,14,626,16400000,4600000,17600000,8200000,1,16.612791953770035,16.52356082573315,more_than_3_dep
2508,4, Graduate, No,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0,16.108045416114916,16.562781536322326,more_than_3_dep
2509,2, Not Graduate, Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000,1,12.899222326086994,16.341239282272525,2_to_3_dep
2510,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,0,16.90199724044883,17.140546614632086,more_than_3_dep
2511,0, Not Graduate, Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000,1,15.53827733427679,16.530205368010318,no_dep
2512,4, Graduate, No,7300000,14900000,2,358,13600000,12300000,20400000,7300000,0,16.42558042423569,16.51687183802978,more_than_3_dep
2513,5, Not Graduate, Yes,1300000,3100000,16,826,200000,1700000,5100000,1400000,1,12.206077645517674,14.946912992035967,more_than_3_dep
2514,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000,1,14.077875591662238,15.250595321348806,no_dep
2515,3, Graduate, No,500000,1700000,10,509,400000,300000,1400000,300000,0,12.899222326086994,14.346139397261565,2_to_3_dep
2516,2, Not Graduate, Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000,1,16.536806051605975,16.835935492889124,2_to_3_dep
2517,4, Graduate, No,300000,1100000,4,359,100000,0,1000000,200000,1,11.51293546492023,13.910821646859095,more_than_3_dep
2518,5, Graduate, Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000,0,13.997832948091215,15.775605482856605,more_than_3_dep
2519,1, Not Graduate, Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000,0,16.275099485238066,16.816230422780546,1_dep
2520,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000,0,14.45736497045232,14.80876270134486,1_dep
2521,5, Graduate, No,9300000,34000000,6,742,4200000,600000,32800000,8200000,1,15.250595321348806,17.341871111992198,more_than_3_dep
2522,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000,1,15.775605482856605,15.90737474309945,1_dep
2523,0, Not Graduate, Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000,1,16.012735246411598,17.175885979828397,no_dep
2524,2, Not Graduate, Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000,1,16.02378508137718,16.700311326676903,2_to_3_dep
2525,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000,0,16.530205368010318,17.05810294851229,1_dep
2526,5, Not Graduate, Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000,1,15.176487367510099,15.931766193248746,more_than_3_dep
2527,3, Graduate, Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000,0,15.201805169084134,16.395727463314174,2_to_3_dep
2528,5, Not Graduate, Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000,1,14.346139397261565,15.46416937585933,more_than_3_dep
2529,0, Graduate, No,2500000,7800000,8,437,5800000,0,5800000,3300000,0,15.573368647930426,15.86963441986494,no_dep
2530,1, Not Graduate, Yes,400000,1400000,12,468,700000,0,1500000,400000,0,13.45883704259595,14.151983508870947,1_dep
2531,0, Not Graduate, Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000,0,14.603968372873895,16.02378508137718,no_dep
2532,4, Graduate, No,5700000,21900000,2,871,3200000,1700000,14400000,6100000,1,14.978661680269907,16.90199724044883,more_than_3_dep
2533,1, Graduate, No,9800000,37900000,4,816,21800000,12200000,26100000,8500000,1,16.897420573630875,17.450461696437877,1_dep
2534,5, Graduate, No,9000000,32800000,4,773,10600000,4100000,18900000,11500000,1,16.176364653421913,17.305939103842178,more_than_3_dep
2535,3, Not Graduate, No,800000,3000000,14,576,1200000,1300000,2600000,400000,1,13.997832948091215,14.914123179965662,2_to_3_dep
2536,1, Graduate, No,1600000,4500000,14,673,1900000,2700000,3700000,1300000,1,14.45736497045232,15.319588176962746,1_dep
2537,0, Graduate, Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000,1,16.88356353960952,17.344807971579257,no_dep
2538,5, Not Graduate, Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000,1,15.039286283703994,15.830413711839864,more_than_3_dep
2539,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000,1,15.607270193858982,16.300417291085605,more_than_3_dep
2540,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1,15.623799493077952,16.012735246411598,no_dep
2541,3, Graduate, Yes,700000,2200000,8,617,1600000,400000,2400000,900000,1,14.285514812209815,14.603968372873895,2_to_3_dep
2542,3, Not Graduate, Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000,1,16.496532155171714,17.19990085520835,2_to_3_dep
2543,1, Graduate, Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000,0,16.166885910365842,16.308716093211594,1_dep
2544,0, Not Graduate, Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000,1,13.910821646859095,15.656060350091908,no_dep
2545,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,1,16.034714150714915,16.496532155171714,no_dep
2546,5, Not Graduate, No,7400000,18000000,2,792,5300000,9400000,19900000,5300000,1,15.483217567201578,16.705882371415992,more_than_3_dep
2547,5, Not Graduate, Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000,1,16.58182973008354,16.588099342704055,more_than_3_dep
2548,2, Not Graduate, No,1400000,2900000,12,490,600000,1600000,5500000,1300000,0,13.304686600863562,14.88022163978423,2_to_3_dep
2549,2, Graduate, Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000,0,14.88022163978423,15.520258832020865,2_to_3_dep
2550,0, Graduate, Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000,0,14.45736497045232,14.946912992035967,no_dep
2551,1, Graduate, No,7400000,19200000,20,415,2200000,4800000,29200000,7000000,0,14.603968372873895,16.770420889081343,1_dep
2552,5, Graduate, No,2700000,10600000,16,496,800000,2900000,9700000,2400000,0,13.592368256649284,16.176364653421913,more_than_3_dep
2553,1, Not Graduate, Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000,0,14.88022163978423,16.388122864507256,1_dep
2554,5, Graduate, No,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0,15.363073279446223,16.72786127692704,more_than_3_dep
2555,4, Not Graduate, Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000,0,15.483217567201578,16.705882371415992,more_than_3_dep
2556,2, Graduate, No,1800000,5700000,14,502,1400000,1100000,4400000,1300000,0,14.151983508870947,15.555976908243359,2_to_3_dep
2557,2, Graduate, Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000,0,15.039286283703994,16.300417291085605,2_to_3_dep
2558,2, Not Graduate, Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000,1,16.48273883399067,16.955343218782065,2_to_3_dep
2559,5, Not Graduate, No,5800000,17500000,10,719,5800000,1900000,12400000,3100000,1,15.573368647930426,16.677711496036597,more_than_3_dep
2560,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000,1,16.410765339548004,16.937875526504495,no_dep
2561,4, Not Graduate, No,6000000,15800000,18,593,6800000,4800000,13200000,6400000,1,15.732433317205148,16.575520561288332,more_than_3_dep
2562,1, Not Graduate, Yes,700000,1400000,10,523,700000,1100000,1600000,900000,0,13.45883704259595,14.151983508870947,1_dep
2563,0, Not Graduate, Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000,0,16.176364653421913,16.388122864507256,no_dep
2564,0, Graduate, Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000,1,15.176487367510099,16.775615705688583,no_dep
2565,5, Graduate, Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000,1,12.899222326086994,15.176487367510099,more_than_3_dep
2566,3, Not Graduate, Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000,0,16.636889503897294,16.816230422780546,2_to_3_dep
2567,4, Not Graduate, Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000,1,14.151983508870947,15.967272877502799,more_than_3_dep
2568,4, Not Graduate, Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000,1,15.150511887854474,16.811242881518265,more_than_3_dep
2569,3, Not Graduate, Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000,1,15.520258832020865,16.60667572712668,2_to_3_dep
2570,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000,0,16.325109901643454,16.195056784687036,more_than_3_dep
2571,4, Not Graduate, Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000,1,16.24031337217814,16.341239282272525,more_than_3_dep
2572,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000,1,16.83104550783405,16.920097281273396,2_to_3_dep
2573,4, Graduate, Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000,1,16.68340951682656,16.791040175221152,more_than_3_dep
2574,4, Not Graduate, No,5600000,14800000,20,656,9600000,9200000,11600000,6500000,1,16.077273760604726,16.51013780630191,more_than_3_dep
2575,4, Graduate, No,1800000,7000000,14,743,2600000,1000000,4500000,1500000,1,14.77102238760702,15.76142084987672,more_than_3_dep
2576,2, Graduate, No,3600000,12100000,14,408,10100000,4200000,13000000,5400000,0,16.128046080821385,16.308716093211594,2_to_3_dep
2577,5, Graduate, No,600000,1300000,14,408,1000000,300000,1600000,900000,0,13.815511557963774,14.077875591662238,more_than_3_dep
2578,1, Graduate, Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000,0,15.830413711839864,16.61887099947687,1_dep
2579,3, Graduate, Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000,0,14.508658238524095,15.775605482856605,2_to_3_dep
